x_position,y_position,x_width,y_width,strength
0.5007214023856706,0.4607460794107806,0.039362400563596224,0.4555289589164543,0.0
0.501775999660355,0.4620544557568589,0.03922370721901414,0.4531120050918246,0.0
0.5024487849839724,0.4656562644566354,0.04104791936742396,0.4565220389562018,0.0
0.501270350260686,0.4617034932775267,0.0397209116173468,0.45303886630682594,0.0
0.5007562434152596,0.46143386243629153,0.043298104704918954,0.4530179288292372,0.0
0.5010216807867635,0.46322794936172285,0.0423734525467817,0.45626555044207523,0.0
0.5033189518195975,0.4650694656964215,0.06706197114489815,0.44811303805397695,0.0
0.4901348772506039,0.4570216577932154,0.08532449451647149,0.4326516015803938,0.0
0.4834199956504655,0.4379757496830065,0.11439746695820306,0.44836597149248975,0.0
0.4865651611009548,0.4524196776485812,0.08642872135530628,0.4428804993459291,0.0
0.48258327717523497,0.46156523053996024,0.08294797659039742,0.45472232941846613,0.0
0.47966743422708347,0.46167280964373764,0.08263427786870811,0.4555404244539128,0.0
0.4881510528959922,0.4697598662528396,0.08558860694929582,0.4568539315631681,0.0
0.4908630034031306,0.4665696839672988,0.08317207037563647,0.45272099897603796,0.0
0.4895849627637816,0.4697039820931069,0.08619720194525715,0.4566650922485442,0.0
0.49131729604312463,0.4689607065504422,0.084662721419906,0.4558716381770565,0.0
0.49992954853148275,0.4663702411764469,0.07908075175462374,0.46027217993836317,0.0
0.48997088648614784,0.467400079438674,0.08273379863507661,0.45761609202743586,0.0
0.48992979245271445,0.4644287133880009,0.07852576211945425,0.4568602508199096,0.0
0.4930092577124729,0.4695037072705638,0.07557840871988913,0.4608622960824379,0.0
0.5010587676126727,0.47001199689738427,0.08074209020330247,0.4607456255800084,0.0
0.4982416719892652,0.4748069010135856,0.08487706258257173,0.4546146619584324,0.0
0.4903119960387424,0.47058160997407317,0.07398670512877607,0.43202569884868336,0.0
0.48982101041484394,0.45863618776407483,0.07470505772307297,0.45947568395785493,0.0
0.4943114985359891,0.45602413785480644,0.08536722903379823,0.45357180424630655,0.0
0.4961543958211795,0.46058206421323433,0.0843593479586799,0.4614725782368312,0.0
0.4989067062032668,0.462546395252257,0.08021275003904492,0.4572241803440993,0.0
0.49914013464689366,0.4504391726212672,0.06943789775868416,0.4533068637342998,0.0
0.5012557396758852,0.45856800853656915,0.06786734404691724,0.4537808840576934,0.0
0.5009666646024243,0.4676435785545811,0.07572068390175017,0.43999372041331986,0.0
0.49493590335069293,0.4507450470647257,0.07407620647397657,0.4514124644539338,0.0
0.4924820302696985,0.452804737764551,0.08047345065175866,0.4502040949033753,0.0
0.49407206827781014,0.43807038564792056,0.08324690444903746,0.4565786248935013,0.0
0.502105026022023,0.44457441758652805,0.07418052628065228,0.45743438936187647,0.0
0.5036572198913001,0.4506385695967903,0.07276597282422152,0.4585036619173734,0.0
0.5026829574933311,0.45415449915277245,0.07079048165894308,0.4593892346455943,0.0
0.4994135858622672,0.4515131511411659,0.07517854902279003,0.45770465228022056,0.0
0.49962415497363394,0.458447907476003,0.0718044775418006,0.4415316012913729,0.0
0.49588214248188844,0.43892966084599483,0.07684770101881264,0.4549756767716274,0.0
0.5002191104507485,0.4475746844767053,0.07665161231365639,0.4495315280849383,0.0
0.5063634390778263,0.44640866798377044,0.08412402256931673,0.45373275189292633,0.0
0.5023399692216471,0.4481298976019437,0.0742588232160889,0.4549770079210804,0.0
0.504347387613405,0.4620378246215898,0.07576559634014894,0.4573472270596765,0.0
0.5068810226178921,0.45196673180275765,0.07588626145923057,0.45585037535022754,0.0
0.5036161578717647,0.4602304218879777,0.07713760699467555,0.44104093787268767,0.0
0.5019495274732204,0.4390305249629601,0.07697920854801021,0.4492472124294093,0.0
0.49881425769097043,0.42795129233985807,0.0950273328544873,0.45208958436607294,0.0
0.4908789678961464,0.4336650881030223,0.09928928054658667,0.45884185851601456,0.0
0.5077504588499128,0.40466378888807775,0.09186794067600254,0.4472403946861374,0.0
0.5007754515742396,0.4005425388101535,0.09115569452915895,0.44933807081966815,0.0
0.5017143391298875,0.42998581392991636,0.09064956874678062,0.4538275282410865,0.0
0.5091048281290168,0.38703020750210376,0.08887388745207275,0.43133476205324783,0.0
0.5034884999774246,0.38528547899796833,0.08691055413661944,0.4154935496827741,0.0
0.5029849297920895,0.42445189988613524,0.15593406842692187,0.40795527594850794,0.0
0.5083388314302169,0.403914964660355,0.1298804050184969,0.42385764839020473,0.0
0.5128473963415546,0.39859215262513636,0.12151471691974258,0.4238385327541324,0.0
0.5112941658227373,0.40622825106124205,0.11835582129660685,0.4226373088420488,0.0
0.5079538643563336,0.4154447256499373,0.12560612657909648,0.42916785523322926,0.0
0.5123163450792946,0.41279739208665506,0.1260715783110862,0.4208598803861358,0.0
0.515672084705896,0.4257937924328302,0.14296961499869892,0.43166280753654346,0.0
0.5105891187344124,0.4318451894693944,0.12398831213391524,0.4398559396087231,0.0
0.5095201291739494,0.4311395611017525,0.12274537485381641,0.4337468825660078,0.0
0.5060959582179014,0.4342039672225448,0.12377980776675289,0.4388136609269334,0.0
0.513738822247933,0.43382543585217787,0.13107154547029046,0.4365569640568518,0.0
0.5110438137529411,0.4155064404985229,0.1000112672580104,0.43542340915071936,0.0
0.5072054430223256,0.41455905386304526,0.092971963554614,0.43403649739891254,0.0
0.5142499679132972,0.4167313438037848,0.09643505166252746,0.4366593379968779,0.0
0.516426283623409,0.4181828542850424,0.09624031330512439,0.43564912381972876,0.0
0.5086328662240609,0.4152994817903323,0.1033881010094026,0.4349466186349877,0.0
0.5093615286510862,0.3982681552421314,0.0937426497056328,0.42906074535881444,0.0
0.514673706187264,0.4100006023661957,0.09289771770907976,0.4323679083460424,0.0
0.5263639761493408,0.38928286449986976,0.08196468458212676,0.4289781125302428,0.0
0.5146429882547829,0.3968763433370703,0.08788759605890238,0.4297612074388723,0.0
0.5096795475787006,0.41096341193014957,0.08622086760839118,0.44080359483912274,0.0
0.5102572627058732,0.40914415472362275,0.08792784759357479,0.4354608927515964,0.0
0.5132762792617741,0.4073542085040977,0.08414222621871745,0.43692956286864754,0.0
0.5177634001157766,0.40947668006729454,0.08731482278418544,0.4397920864465619,0.0
0.5049573003673161,0.40094054992126843,0.08513612864392692,0.43429623364825126,0.0
0.5149071817687246,0.4066525176250464,0.08615191126999741,0.4382772122009279,0.0
0.5148224147525244,0.4026471169447528,0.08299349143516667,0.4383904241443823,0.0
0.5121215014780937,0.3983562065084306,0.080783042262847,0.4406336337567338,0.0
0.5109277630206429,0.364261160645758,0.07617761243644451,0.4187146274366116,0.0
0.5057200454449752,0.3355307607208908,0.09688604441878719,0.3923003231635389,0.0
0.532316036367146,0.3670136333546776,0.17925038488060555,0.39997639906118193,0.0
0.49925471479865496,0.39337918835542485,0.15603607316970536,0.42494759024988504,0.0
0.5216444060971208,0.4105915449715227,0.13870600297494812,0.4349938252960382,0.0
